TACC:  Starting up job 84456 
TACC:  Starting up job 84456 
TACC:  Setting up parallel environment for OpenMPI mpirun. 
TACC:  Setting up parallel environment for OpenMPI mpirun. 
TACC:  Starting parallel tasks... 
TACC:  Starting parallel tasks... 
TACC:  Shutdown complete. Exiting. 
TACC:  Shutdown complete. Exiting. 
TACC:  Starting up job 84456 
TACC:  Setting up parallel environment for OpenMPI mpirun. 
TACC:  Starting parallel tasks... 
/scratch/06079/tg853783/ddmd/envs/pytorch.mpi/bin/python /scratch/06079/tg853783/ddmd/src/DeepDriveMD-Longhorn-2021/ddp_aae_experiments/train.py -c /scratch/06079/tg853783/ddmd/src/DeepDriveMD-Longhorn-2021/ddp_aae_experiments/aae_template.yaml --output_path /scratch/06079/tg853783/ddmd/runs/ddp_aae_experiments/2-node_256-gbs --data_path /tmp/spike-all-AAE.h5 -E 2 -D 2 -G 2 --distributed
/scratch/06079/tg853783/ddmd/envs/pytorch.mpi/bin/python /scratch/06079/tg853783/ddmd/src/DeepDriveMD-Longhorn-2021/ddp_aae_experiments/train.py -c /scratch/06079/tg853783/ddmd/src/DeepDriveMD-Longhorn-2021/ddp_aae_experiments/aae_template.yaml --output_path /scratch/06079/tg853783/ddmd/runs/ddp_aae_experiments/2-node_256-gbs --data_path /tmp/spike-all-AAE.h5 -E 0 -D 0 -G 0 --distributed
/scratch/06079/tg853783/ddmd/envs/pytorch.mpi/bin/python /scratch/06079/tg853783/ddmd/src/DeepDriveMD-Longhorn-2021/ddp_aae_experiments/train.py -c /scratch/06079/tg853783/ddmd/src/DeepDriveMD-Longhorn-2021/ddp_aae_experiments/aae_template.yaml --output_path /scratch/06079/tg853783/ddmd/runs/ddp_aae_experiments/2-node_256-gbs --data_path /tmp/spike-all-AAE.h5 -E 1 -D 1 -G 1 --distributed
/scratch/06079/tg853783/ddmd/envs/pytorch.mpi/bin/python /scratch/06079/tg853783/ddmd/src/DeepDriveMD-Longhorn-2021/ddp_aae_experiments/train.py -c /scratch/06079/tg853783/ddmd/src/DeepDriveMD-Longhorn-2021/ddp_aae_experiments/aae_template.yaml --output_path /scratch/06079/tg853783/ddmd/runs/ddp_aae_experiments/2-node_256-gbs --data_path /tmp/spike-all-AAE.h5 -E 0 -D 0 -G 0 --distributed
/scratch/06079/tg853783/ddmd/envs/pytorch.mpi/bin/python /scratch/06079/tg853783/ddmd/src/DeepDriveMD-Longhorn-2021/ddp_aae_experiments/train.py -c /scratch/06079/tg853783/ddmd/src/DeepDriveMD-Longhorn-2021/ddp_aae_experiments/aae_template.yaml --output_path /scratch/06079/tg853783/ddmd/runs/ddp_aae_experiments/2-node_256-gbs --data_path /tmp/spike-all-AAE.h5 -E 1 -D 1 -G 1 --distributed
/scratch/06079/tg853783/ddmd/envs/pytorch.mpi/bin/python /scratch/06079/tg853783/ddmd/src/DeepDriveMD-Longhorn-2021/ddp_aae_experiments/train.py -c /scratch/06079/tg853783/ddmd/src/DeepDriveMD-Longhorn-2021/ddp_aae_experiments/aae_template.yaml --output_path /scratch/06079/tg853783/ddmd/runs/ddp_aae_experiments/2-node_256-gbs --data_path /tmp/spike-all-AAE.h5 -E 2 -D 2 -G 2 --distributed
/scratch/06079/tg853783/ddmd/envs/pytorch.mpi/bin/python /scratch/06079/tg853783/ddmd/src/DeepDriveMD-Longhorn-2021/ddp_aae_experiments/train.py -c /scratch/06079/tg853783/ddmd/src/DeepDriveMD-Longhorn-2021/ddp_aae_experiments/aae_template.yaml --output_path /scratch/06079/tg853783/ddmd/runs/ddp_aae_experiments/2-node_256-gbs --data_path /tmp/spike-all-AAE.h5 -E 3 -D 3 -G 3 --distributed
/scratch/06079/tg853783/ddmd/envs/pytorch.mpi/bin/python /scratch/06079/tg853783/ddmd/src/DeepDriveMD-Longhorn-2021/ddp_aae_experiments/train.py -c /scratch/06079/tg853783/ddmd/src/DeepDriveMD-Longhorn-2021/ddp_aae_experiments/aae_template.yaml --output_path /scratch/06079/tg853783/ddmd/runs/ddp_aae_experiments/2-node_256-gbs --data_path /tmp/spike-all-AAE.h5 -E 3 -D 3 -G 3 --distributed
DistributedDataParallel(
  (module): AAE3dModel(
    (encoder): Encoder(
      (conv): Sequential(
        (enc_conv1): Conv1d(3, 64, kernel_size=(5,), stride=(1,))
        (enc_relu1): ReLU(inplace=True)
        (enc_conv2): Conv1d(64, 128, kernel_size=(5,), stride=(1,))
        (enc_relu2): ReLU(inplace=True)
        (enc_conv3): Conv1d(128, 256, kernel_size=(3,), stride=(1,))
        (enc_relu3): ReLU(inplace=True)
        (enc_conv4): Conv1d(256, 256, kernel_size=(1,), stride=(1,))
        (enc_relu4): ReLU(inplace=True)
        (enc_conv5): Conv1d(256, 512, kernel_size=(1,), stride=(1,))
      )
      (fc): Sequential(
        (0): Linear(in_features=512, out_features=256, bias=True)
        (1): ReLU(inplace=True)
      )
      (mu_layer): Linear(in_features=256, out_features=64, bias=True)
      (std_layer): Linear(in_features=256, out_features=64, bias=True)
    )
    (generator): Generator(
      (model): Sequential(
        (gen_linear1): Linear(in_features=64, out_features=64, bias=True)
        (gen_relu1): ReLU(inplace=True)
        (gen_linear2): Linear(in_features=64, out_features=128, bias=True)
        (gen_relu2): ReLU(inplace=True)
        (gen_linear3): Linear(in_features=128, out_features=512, bias=True)
        (gen_relu3): ReLU(inplace=True)
        (gen_linear4): Linear(in_features=512, out_features=1024, bias=True)
        (gen_relu4): ReLU(inplace=True)
        (gen_linear5): Linear(in_features=1024, out_features=10125, bias=True)
      )
    )
    (discriminator): Discriminator(
      (model): Sequential(
        (dis_linear1): Linear(in_features=64, out_features=512, bias=True)
        (dis_relu1): ReLU(inplace=True)
        (dis_linear2): Linear(in_features=512, out_features=512, bias=True)
        (dis_relu2): ReLU(inplace=True)
        (dis_linear3): Linear(in_features=512, out_features=128, bias=True)
        (dis_relu3): ReLU(inplace=True)
        (dis_linear4): Linear(in_features=128, out_features=64, bias=True)
        (dis_relu4): ReLU(inplace=True)
        (dis_linear5): Linear(in_features=64, out_features=1, bias=True)
      )
    )
  )
)
Having 13088 training and 3272 validation samples.
Having 13088 training and 3272 validation samples.
Having 13088 training and 3272 validation samples.
Having 13088 training and 3272 validation samples.
Having 13088 training and 3272 validation samples.
Having 13088 training and 3272 validation samples.
Having 13088 training and 3272 validation samples.
Having 13088 training and 3272 validation samples.
Train Epoch: 1 [256/104704 (0%)]	Loss_d: 4.772345	Loss_eg: 41975.773438	Time: 1.566
Train Epoch: 1 [512/104704 (0%)]	Loss_d: 4.763481	Loss_eg: 40152.914062	Time: 0.132
Train Epoch: 1 [768/104704 (1%)]	Loss_d: 4.628315	Loss_eg: 37383.085938	Time: 0.131
Train Epoch: 1 [1024/104704 (1%)]	Loss_d: 4.467870	Loss_eg: 34787.699219	Time: 0.130
Train Epoch: 1 [1280/104704 (1%)]	Loss_d: 4.290056	Loss_eg: 31029.121094	Time: 0.130
Train Epoch: 1 [1536/104704 (1%)]	Loss_d: 3.865551	Loss_eg: 26890.957031	Time: 0.131
Train Epoch: 1 [1792/104704 (2%)]	Loss_d: 3.978770	Loss_eg: 25590.785156	Time: 0.131
Train Epoch: 1 [2048/104704 (2%)]	Loss_d: 3.507495	Loss_eg: 22433.585938	Time: 0.130
Train Epoch: 1 [2304/104704 (2%)]	Loss_d: 3.328067	Loss_eg: 19795.708984	Time: 0.131
Train Epoch: 1 [2560/104704 (2%)]	Loss_d: 3.193296	Loss_eg: 16775.785156	Time: 0.131
Train Epoch: 1 [2816/104704 (3%)]	Loss_d: 2.915025	Loss_eg: 15440.221680	Time: 0.131
Train Epoch: 1 [3072/104704 (3%)]	Loss_d: 2.991189	Loss_eg: 13689.204102	Time: 0.131
Train Epoch: 1 [3328/104704 (3%)]	Loss_d: 2.652227	Loss_eg: 12404.910156	Time: 0.131
Train Epoch: 1 [3584/104704 (3%)]	Loss_d: 2.347681	Loss_eg: 11019.806641	Time: 0.131
Train Epoch: 1 [3840/104704 (4%)]	Loss_d: 2.461138	Loss_eg: 9789.532227	Time: 0.131
Train Epoch: 1 [4096/104704 (4%)]	Loss_d: 2.020513	Loss_eg: 8974.586914	Time: 0.131
Train Epoch: 1 [4352/104704 (4%)]	Loss_d: 1.839825	Loss_eg: 8001.415039	Time: 0.130
Train Epoch: 1 [4608/104704 (4%)]	Loss_d: 1.483891	Loss_eg: 7405.863770	Time: 0.131
Train Epoch: 1 [4864/104704 (5%)]	Loss_d: 1.469758	Loss_eg: 6698.742676	Time: 0.130
Train Epoch: 1 [5120/104704 (5%)]	Loss_d: 1.318051	Loss_eg: 5151.294922	Time: 0.131
Train Epoch: 1 [5376/104704 (5%)]	Loss_d: 1.510681	Loss_eg: 4780.849609	Time: 0.131
Train Epoch: 1 [5632/104704 (5%)]	Loss_d: 1.056025	Loss_eg: 3345.413330	Time: 0.130
Train Epoch: 1 [5888/104704 (6%)]	Loss_d: 0.946816	Loss_eg: 3015.147217	Time: 0.131
Train Epoch: 1 [6144/104704 (6%)]	Loss_d: 0.692655	Loss_eg: 2192.435547	Time: 0.131
Train Epoch: 1 [6400/104704 (6%)]	Loss_d: 0.322666	Loss_eg: 1759.944824	Time: 0.131
Train Epoch: 1 [6656/104704 (6%)]	Loss_d: 0.537407	Loss_eg: 1220.578003	Time: 0.131
Train Epoch: 1 [6912/104704 (7%)]	Loss_d: 0.270603	Loss_eg: 933.496765	Time: 0.131
Train Epoch: 1 [7168/104704 (7%)]	Loss_d: 0.165349	Loss_eg: 685.793274	Time: 0.131
Train Epoch: 1 [7424/104704 (7%)]	Loss_d: 0.139395	Loss_eg: 476.697754	Time: 0.131
Train Epoch: 1 [7680/104704 (7%)]	Loss_d: 0.301776	Loss_eg: 528.782471	Time: 0.131
Train Epoch: 1 [7936/104704 (8%)]	Loss_d: 0.283508	Loss_eg: 595.532104	Time: 0.131
Train Epoch: 1 [8192/104704 (8%)]	Loss_d: 0.156065	Loss_eg: 364.682495	Time: 0.131
Train Epoch: 1 [8448/104704 (8%)]	Loss_d: 0.178843	Loss_eg: 475.539215	Time: 0.131
Train Epoch: 1 [8704/104704 (8%)]	Loss_d: 0.069988	Loss_eg: 638.743530	Time: 0.131
Train Epoch: 1 [8960/104704 (9%)]	Loss_d: 0.209772	Loss_eg: 490.940094	Time: 0.131
Train Epoch: 1 [9216/104704 (9%)]	Loss_d: 0.212694	Loss_eg: 594.141418	Time: 0.131
Train Epoch: 1 [9472/104704 (9%)]	Loss_d: -0.339916	Loss_eg: 777.252686	Time: 0.131
Train Epoch: 1 [9728/104704 (9%)]	Loss_d: -0.083551	Loss_eg: 827.996582	Time: 0.131
Train Epoch: 1 [9984/104704 (10%)]	Loss_d: -0.348307	Loss_eg: 421.635712	Time: 0.131
Train Epoch: 1 [10240/104704 (10%)]	Loss_d: 0.237555	Loss_eg: 474.938904	Time: 0.131
Train Epoch: 1 [10496/104704 (10%)]	Loss_d: -0.384807	Loss_eg: 521.802185	Time: 0.130
Train Epoch: 1 [10752/104704 (10%)]	Loss_d: 0.277173	Loss_eg: 458.027771	Time: 0.131
Train Epoch: 1 [11008/104704 (11%)]	Loss_d: -0.529089	Loss_eg: 265.200409	Time: 0.131
Train Epoch: 1 [11264/104704 (11%)]	Loss_d: 0.497876	Loss_eg: 437.356537	Time: 0.131
Train Epoch: 1 [11520/104704 (11%)]	Loss_d: 0.238976	Loss_eg: 257.768860	Time: 0.131
Train Epoch: 1 [11776/104704 (11%)]	Loss_d: 0.672735	Loss_eg: 417.595306	Time: 0.131
Train Epoch: 1 [12032/104704 (11%)]	Loss_d: 0.119637	Loss_eg: 380.064026	Time: 0.131
Train Epoch: 1 [12288/104704 (12%)]	Loss_d: -0.122689	Loss_eg: 228.253143	Time: 0.131
Train Epoch: 1 [12544/104704 (12%)]	Loss_d: 0.112108	Loss_eg: 216.875778	Time: 0.131
Train Epoch: 1 [12800/104704 (12%)]	Loss_d: -0.246664	Loss_eg: 193.331421	Time: 0.131
Train Epoch: 1 [13056/104704 (12%)]	Loss_d: -0.089990	Loss_eg: 176.223587	Time: 0.131
Train Epoch: 1 [13312/104704 (13%)]	Loss_d: -0.025453	Loss_eg: 308.290344	Time: 0.131
Train Epoch: 1 [13568/104704 (13%)]	Loss_d: 0.098074	Loss_eg: 291.262177	Time: 0.130
Train Epoch: 1 [13824/104704 (13%)]	Loss_d: 0.258247	Loss_eg: 244.502747	Time: 0.131
Train Epoch: 1 [14080/104704 (13%)]	Loss_d: -0.456500	Loss_eg: 315.177521	Time: 0.131
Train Epoch: 1 [14336/104704 (14%)]	Loss_d: 0.366343	Loss_eg: 194.858704	Time: 0.130
Train Epoch: 1 [14592/104704 (14%)]	Loss_d: -0.292045	Loss_eg: 226.999603	Time: 0.131
Train Epoch: 1 [14848/104704 (14%)]	Loss_d: 0.101239	Loss_eg: 180.120193	Time: 0.131
